0,Save 10 and Free Worldwide Shipping at Ridge Wallets by using offer code LINUS at https www ridge com LINUS,0
1,Great review especially the part where you said We don t talk about BugSnax here,1
2,imo astro s playroom deserves more credit it was absolutely incredible from start to finish loved the 1994 throwback boss and all the nods to the history of playstation would love to play a full astro at one point,0
3,Forget trimming your nose hair WAX it when you get your haircut But in reality one day I ll get a PS5 and maybe I might wait until the thermal notes are addressed I love my launchday PS4 but thanks to scalpers and scarcity am being forced to wait on the PS5 lol,0
4,Sounds like we need Linus to review Bugsnax,0
5,Linus i got an idea i will use your cable ties on my dirtbike so it will be better and faster by 10 B,0
6,hahahaha I feel good on my PC MASTER RACE,0
7,Is it really that hard to put the simple stand on the system or did they just not want to bother,0
8,Rather have a pc than a Xbox gamepass also not sure its really worth 15 a month Lot of quantity over quiet issue,1
9,Sony put up one of a hell good rounded line up Ehhh excuse me The launch titles on BOTH console are terrible Remake of a 11 year game and Ratchet and Clank cap at 30fps in 1 year for Sony Fucking nothing for Xbox at launch and Halo infinity in 1 year That GARBAGE on BOTH side,0
10,i think it s great that LTT is making a video because PlayStation will probably take his thoughts into consideration,0
11,These drawbacks sound huge,0
12,Currently none of the exclusives on PS5 have me interested enough to buy a PS5 but given that Xbox has no exclusives if you re on Windows 10 I see no reason to buy an Xbox for a PC gamer,0
13,I am much more interested in a femboy s perspecitve,0
14,All gaming companies dont care about the consumers opinion and wants they just care about their wallets,0
15,This is why i Love PC gaming,2
16,Its definitely a tell tale sign that if Sony doesn t finally add reverse compatibility for games covering past generations by the time were halfway through this new generation that they definitely have no plans to just let us play everything on one system and they want you to only play games on original hardware,1
17,IDK but I personally don t want Sony to put their focus on on PS1 2 and 3 games The reason why you get a PS5 is to play next gen games I think that s probably what hurt the XBSX launch they focused too much on the past and messed up on giving the gamers real next gen games,0
18,So glad i didnt buy a ps5 Also gonna cancel my psnow on pc 720p is just so bad,1
19,just don t buy next gen consoles on launch personally I would wait one year at least,2
20,15 47 awesomeness,0
21,you guys didn t made the all in one pc still waiting I think its the best time now to make a all in one pc having ps5 Xbox and hard core gaming pc in one,2
22,To the linus tech tips team I dare you to remake the 10k gaming setup with Samsung G9 monitors and 3 rtx 3090s Anyways love the vids,0
23,Hol up a minute why don t u guys talk about Bugsnax,0
24,Who wants a watercooled ps5 video,0
25,PlayStation 5 Review A Femboy s Perspective,1
26,David might not be a writer but you should get your employees to write a video every once in a while Speaking of which it has been a while since Taran made a video for the LTT channel,0
27,What a outstanding review In depth with lots of information on shortfalls so that execs can understand without having a tech engineer explaining it to them,0
28,HDR 10 seems to be making headway in the UHD Blu Ray scene lately Especially since Dolby Vision licensing costs last I checked several dollars per display That said I agree DV should be the future But HDR10 makes a pretty competitor and it s open scource,0
29,The f is this peasant shit,1
30,Is linus rocking a slowly growing mullet,0
31,I still would wait there are rumors about a Ps5pro with two GPu s,0
32,Cool,2
33,Consoles aren t worth anything PC s are where it s at You can get any game on discount at any time upgradability no monthly pay for online access like PS XBOX more access to games etc,1
34,It s a waste to buy a console in 2020 or 2021 One trick pony hardware is so old fashion Why do we even have that,1
35,The PS3 will always be the GOAT The last bastion of hope before online memberships ruined everything,0
36,bunger bunger bunger,0
37,The cloud save paywall is where I said F NO,0
38,Will I be able to play my online bought games of the ps4 on the 500 ps5,0
39,Gas pedals don t fight you Maybe a brake pedal,0
40,Bundling games in a subscription service where the developer gets paid out by play time An all subscription future like this actually sounds like games would be frantically getting you to set reminders on your phone to play every day with endless laundry lists of tasks to maximize playtime,0
41,Game pass its a GREATH VALUE but in a year when sony have exclusives like NIOH 2 Persona 5 Royal Ghosts of Tsushima Last of Us 2 Miles Morales Demon Souls and Final Fantasy 7 remake and xbox have Gears Tatics Ori 2 Battletoads and Bleading Edge its just DUMB to buy an xbox and lets not forget that PS5 is running multiplat games better than THE WORLDS MOST POWERFUL CONSOLE WITH 12 TF OF POWER,0
42,Hi if possible to review the waterproof backpack for gaming bike riding amzn to 2qduu8q amzn to 2LU3nHQ amzn to 39D8ZPB amzn to 2SdhJp7 shall we be in touch,1
43,Just wait for ps6 guys 2027 ps5 is rubish,1
44,Wearing a mask in the comfort of his or her own home Triggered,0
45,at 1 54 so hoping he s playing The Division,0
46,Sony is the lesbian and BLM machine No thanks,1
47,Great video A similar video like this for xbox sereis x will also be much appreciated,2
48,Hah Where i want to see them do better is to tell resellers to not sell online and go physical stores 1 ps each per family,0
49,The gas pedal will not fight you as you lose traction on a muddy road The sensation will not change at all actually,0
50,Correction only PS4 games can be stored on an external HDD PS5 games cannot be moved to external storage,0
51,Playstation 5 consoles now available in stock Restocked on 5th Dec at wwwplaystation5world We resell the consoles ordered through the CrepChiefNotify platform Fair prices Free shipping to US Delivery time is 1421 days,0
52,Playstation 5 consoles now available in stock Restocked on 5th Dec at wwwplaystation5world We resell the consoles ordered through the CrepChiefNotify platform Fair prices Free shipping to US Delivery time is 1421 days,0
53,Playstation 5 consoles now available in stock Restocked on 5th Dec at wwwplaystation5world We resell the consoles ordered through the CrepChiefNotify platform Fair prices Free shipping to US Delivery time is 1421 days,0
54,Playstation 5 consoles now available in stock Restocked on 5th Dec at wwwplaystation5world We resell the consoles ordered through the CrepChiefNotify platform Fair prices Free shipping to US Delivery time is 1421 days,0
55,Playstation 5 consoles now available in stock Restocked on 5th Dec at wwwplaystation5world We resell the consoles ordered through the CrepChiefNotify platform Fair prices Free shipping to US Delivery time is 1421 days,0
56,Playstation 5 consoles now available in stock Restocked on 5th Dec at wwwplaystation5world We resell the consoles ordered through the CrepChiefNotify platform Fair prices Free shipping to US Delivery time is 1421 days,0
57,Playstation 5 consoles now available in stock Restocked on 5th Dec at wwwplaystation5world We resell the consoles ordered through the CrepChiefNotify platform Fair prices Free shipping to US Delivery time is 1421 days,0
58,Playstation 5 consoles now available in stock Restocked on 5th Dec at wwwplaystation5world We resell the consoles ordered through the CrepChiefNotify platform Fair prices Free shipping to US Delivery time is 1421 days,0
59,Playstation 5 consoles now available in stock Restocked on 5th Dec at wwwplaystation5world We resell the consoles ordered through the CrepChiefNotify platform Fair prices Free shipping to US Delivery time is 1421 days,0
60,Playstation 5 consoles now available in stock Restocked on 5th Dec at wwwplaystation5world We resell the consoles ordered through the CrepChiefNotify platform Fair prices Free shipping to US Delivery time is 1421 days,0
61,Does anyone know what game is shown at 7 04,0
62,And also now s time to exchange some franchisesFor instance what can Sony create out of S Mario Zelda e g Or What can Nintendo make out of Kratos We want to see stuff like that on the neo gaming consoles,0
63,Are Compact Disks like music CDs playable on the ps5 disc Version,0
64,The 2nd stimulus check also known as the ps5 check If it ever comes Is what flashed through the minds of 30 of the people in the comment section At some point,0
65,Looks like an OOPS oreo cookie,0
66,Disagree looks fantastic,0
67,Who else is struggling to cop one of these,0
68,I don t know there is something about having a tangible game for me I grew up with cartridges though so I m sure it s different for millennials there was nothing like hearing the sound of plastic knocking together looking for your favorite game back in the day Mega Man 2 for sure I stopped really gaming during college Besides having Wii because my roommates and I had girlfriends that were surprisingly down to play while drinking and doing yay lol My roommates after college had a PS3 so I played a few games on that and bought a few for the house like Resident Evil 5 6 MvC3 Ultimate and Modern Warefares 1 3 But ya by the time the PS4 came out I was 30 so definitely didn t really have a desire to play it What s funny is I worked at Best Buy as a manager still at the time All I knew about the new consoles was that people were crazy about them that holiday haha didn t play one til 2019 My friend sold me one recently for only 50 cause he was moving so I picked up basically sequels to all the games I grew up on like MKXL Resident Evil 7 Kingdom Hearts 3 RE 2 3 remakes and Until Dawn which I had always seen videos on and intrigued me and I have no regrets it s f n awesome,0
69,you can save the games to a hard disk after buying them,0
70,2020 has been a sh tty year and so has the products,1
71,IGN TOLOL,0
72,The Xbox one X has a higher IGN rating than the ps5 I m done,0
73,I wonder what ps5 pro look like,1
74,That was honestly a terrible review lol,1
75,Press Y to interactMe We ve been tricked we ve been backstabbed and we ve been quite possibly bamboozled,1
76,Console is at its peak so VR will be the next gen after this,0
77,Yea ign are smart giving both ps5 and xbox series x an 8 to stop console wars guess we go by views instead then and at this time of writing this ps5 is winning,0
78,There s no mario0 10,0
79,Why do these consoles dont give you the option to play games straight out of the DVD I hate having to instal a disk before i can play it Im i the only one who is not excited with these last generation consoles Cause im not excited at all,1
80,Too Big No Room To Fit This Giant Console In Our Bedroom Going For XBOX SERIES S Price Size Design Digital Game Pass PS4 Owner Also Casual Gamer,0
81,What resolution does it play,0
82,What a rediculous looking console,1
83,100,0
84,Sometimes the Galaxy is in front of you my nightmare and my dream,0
85,Was up than carls or hardess was up than,0
86,Was up than 5 guys,0
87,5 guys or was up than,0
88,So was up than,0
89,Bro So dumb Close,1
90,Her name is,0
91,Grass chicken,1
92,So I can t get it done on you re street,0
93,Buddy,0
94,HAPPY THANKSGIVING MAN pal,0
95,Planning on getting one soon Lol,2
96,Should work on it right,2
97,Structured and structured,2
98,Trece,0
99,Eternal,2
100,Josh,0
101,Plash Speed,0
102,The flippant hood cytochemically miss because hearing gratifyingly clap concerning a loud crow fearful fearless female fertile australia,1
103,The productive english tribally tease because loss partially load via a rustic blow womanly flagrant cook,0
104,The elite spark atypically flood because use aesthetically divide of a abashed door fast torpid riverbed,0
105,Why is this video still at 1080p I need 4k,0
106,The valuable shoemaker tribally train because hexagon reilly squash down a addicted visitor unbiased smoggy dog,1
107,u didn t showed warzone cold war u showed nothing,1
108,it s a major major go I understood that reference,0
109,Man said Russel Westbrick he foul for that,0
110,Made in china is different than made in USA remember ps 1 2 3 Thats made in USA,1
111,can you venmo me so i can get a p5,0
112,As an xbox player GAMING IS GAMING,0
113,Im glad were not getting incremental changes every year like smartphones that sounds miserable,1
114,Ive had my ps5 for 2 weeks and i still watched this video,0
115,The video says 4k but I m only getting 1080 It s been 3 weeks now does anyone else have this issue Other than that it s a great review,0
116,Astros playroom isn t that great of a game first of all how dare you,0
117,Bro I love that flossy carter shoutout bro I guess as flossy carter would say it s a major go,0
118,You should do a Nintendo switch review,0
119,Lol black and white Illuminati checkerboard satanic symbolism They are everywhere,1
120,Westbrick lol,0
121,The harmonious break rahilly tap because lead unpredictably provide pace a infamous dresser onerous confused sauce,0
122,I love this video so much I have no idea why,0
123,bruh that intro is SLICK,1
124,The spurious james exceptionally enjoy because sharon naturalistically mine under a rich millimeter classy untidy guatemalan,0
125,You can tell Marques is not really a console player The ps4 and Xbox one originally came out in 2013 so not just a few years support like stated in review This happens every time a new console comes out the first new games on the console don t look that amazing and after 6 months forgotten about It s just a bad review probably because of he s probably not a console gamer and number 2 most people are going to not care about what it can do In these type of reviews it s actually competing with the Xbox so a comparison video is better,0
126,its ugly,1
127,I feel like those controllers are going to break fast because when you are a swet in sport games you are smashing those buttons in tight situations like ufc and 2k,1
128,Hope there will be a black version in March,0
129,The design is ugly,1
130,I was listening to this and was shocked to see it was a black guy,1
131,11 04 You re a bad man MKB,1
132,Game play looks like a Ps4 lmfao,1
133,nicely done bro can u please do one on the series x,2
134,all us pc gamers just watching the ps5 mayhem unfold,1
135,I like your performance very natural,2
136,Russel Westbrick lmao,0
137,I have an Xbox One S at the moment but I m getting the PS5 when it s back in stock So learning new controls and playing the PS exclusives will be amazing,0
138,i have de ps5,2
139,ps5 is pog,2
140,Thats big,2
141,WestBRICK was it intentional I do think so,0
142,Damn James harden does James harden things hits a trey Russel Westbrook does Westrbook things BRICK,0
143,The Westbrick Jab tho,0
144,The red ceramic optionally tumble because pharmacist essentially cross behind a rustic meal sable icky block,0
145,is there any games that already installed in ps5,0
146,For the 1 5k u will be spending on a tv u can spend on the pc and like 200 on a monitor,1
147,That design is awful I prefer the fridgebox because at least it can fit in places a lot better unlike that gigantic oversized wifi router,1
148,Neeeerrrrrrrdddddd Homer Simpson,0
149,MKBHD So once your lucky enough to own a PS5 ME FINALLY SOMEONE I CAN RELATE WITH,2
150,I mean it looks exactly like ps4 graphics,1
151,i like how the chat exploded when they saw the fnaf trailer,1
152,Fucking bullshit,1
153,we need web browser in ps 5,1
154,was i supposed to be scared during 5 nights at freddys teaser,0
155,Game at 45 28 and 45 30 of the guy on the bike,0
156,Totally fucked up release 2020 is full of shit,1
157,I see everyone in the comments saying can t wait to buy it and here i am too broke to even buy ps3,0
158,I have the ps4 when I saw the ps5 I wasn t interested with it but a few munites I fell in love,2
159,me da um playstation 5 pfvrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,0
160,Pov you are a kid,0
161,muito fixe,0
162,My wallet SAIONARA N GGA,2
163,what games are at the start where she says each time i awake this planet seems somehow different and i see things others cant,0
164,Yo evryone whatching this my ps5 caught fire,2
165,makes me happy to see how fnaf made it from an obscure indie game made by one guy to a series playstation considers worthy of being featured on their new console showcase,0
166,Fnaf looks the best imo,2
167,Well no one is getting this any time soon,1
168,see u when the PlayStation 6 comes out and youtube recommends us this,1
169,Today is 12th November,0
170,Nayk video,0
171,where a lil upset with how much other types of people there arent in these games but ill buy em looks fun,2
172,9 21 my mouth went like O,2
173,Why the video is age restricted for,0
174,It s was like watching a film the music bass scenery ect was amazing,2
175,Ps5,2
176,What s the name of the song in a minute 42 39,0
177,What s the hashtag here,0
178,I want it please amd thank,2
179,Demon Souls Insta buy Harry Potter Insta buy Resi VIII Insta buy Spider Man Insta buy Cyberpunk 2077 Insta buy Horizon Insta buy PS5 insta bu ut it s sold out Great,2
180,It is unfair that the price of the PS5 in euros is worth 499 99 That would be almost 600 It is unfair,1
181,Why korea its kpop i hate them,0
182,Mr Fazbear is back,0
184,too big i don t like it,1
185,The ending of this show case particularly around the price reveal makes me so emotional I WAS THERE WATCHING LIVE,0
186,So Am I still getting Fallout 4,0
189,is this ps5 or ps4,1
190,ps5 only dream for turkish peoples 1 dollar 8 17 tl,2
191,I hope it doesn t shove it your face that you need Internet and obscures your beautiful theme On times where it does happen,1
192,El final me animo mas a sobrevivir al 2020,0
193,When Will PS5 shipping to Malaysia,2
196,Everyone Here for Security breachCod FFXVI Spiderman _,0
198,Me i am not getting the ps5 until the price drops in 2 or 3 years Kratos you must prepare yourself Me i need to find a job,1
199,Nobody Sony after both the PS5 events HERE COME S THE MONEY,1
